,xmin,ymin
3650,-28158,-1121598
3651,-28158,-1113406
3652,-28158,-1105214
3653,-28158,-1097022
3654,-28158,-1088830
3655,-28158,-1080638
3656,-28158,-1072446
3657,-28158,-1064254
3658,-28158,-1056062
3659,-28158,-1047870
3660,-28158,-1039678
3661,-28158,-1031486
3662,-28158,-1023294
3663,-28158,-1015102
3664,-28158,-1006910
3665,-28158,-998718
3666,-28158,-990526
3667,-28158,-982334
3668,-28158,-974142
3669,-28158,-965950
3670,-28158,-957758
3671,-28158,-949566
3672,-28158,-941374
3673,-19966,-1211710
3674,-19966,-1203518
3675,-19966,-1195326
3676,-19966,-1187134
3677,-19966,-1178942
3678,-19966,-1170750
3679,-19966,-1162558
3680,-19966,-1154366
3681,-19966,-1146174
3682,-19966,-1137982
3683,-19966,-1129790
3684,-19966,-1121598
3685,-19966,-1113406
3686,-19966,-1105214
3687,-19966,-1097022
3688,-19966,-1088830
3689,-19966,-1080638
3690,-19966,-1072446
3691,-19966,-1064254
3692,-19966,-1056062
3693,-19966,-1047870
3694,-19966,-1039678
3695,-19966,-1031486
3696,-19966,-1023294
3697,-19966,-1015102
3698,-19966,-1006910
3699,-19966,-998718
3700,-19966,-990526
3701,-19966,-982334
3702,-19966,-974142
3703,-19966,-965950
3704,-19966,-957758
3705,-19966,-949566
3706,-19966,-941374
3707,-11774,-1211710
3708,-11774,-1203518
3709,-11774,-1195326
3710,-11774,-1187134
3711,-11774,-1178942
3712,-11774,-1170750
3713,-11774,-1162558
3714,-11774,-1154366
3715,-11774,-1146174
3716,-11774,-1137982
3717,-11774,-1129790
3718,-11774,-1121598
3719,-11774,-1113406
3720,-11774,-1105214
3721,-11774,-1097022
3722,-11774,-1088830
3723,-11774,-1080638
3724,-11774,-1072446
3725,-11774,-1064254
3726,-11774,-1056062
3727,-11774,-1047870
3728,-11774,-1039678
3729,-11774,-1031486
3730,-11774,-1023294
3731,-11774,-1015102
3732,-11774,-1006910
3733,-11774,-998718
3734,-11774,-990526
3735,-11774,-982334
3736,-11774,-974142
3737,-11774,-965950
3738,-11774,-957758
3739,-11774,-949566
3740,-11774,-941374
3741,-3582,-1211710
3742,-3582,-1203518
3743,-3582,-1195326
3744,-3582,-1187134
3745,-3582,-1178942
3746,-3582,-1170750
3747,-3582,-1162558
3748,-3582,-1154366
3749,-3582,-1146174
3750,-3582,-1137982
3751,-3582,-1129790
3752,-3582,-1121598
3753,-3582,-1113406
3754,-3582,-1105214
3755,-3582,-1097022
3756,-3582,-1088830
3757,-3582,-1080638
3758,-3582,-1072446
3759,-3582,-1064254
3760,-3582,-1056062
3761,-3582,-1047870
3762,-3582,-1039678
3763,-3582,-1031486
3764,-3582,-1023294
3765,-3582,-1015102
3766,-3582,-1006910
3767,-3582,-998718
3768,-3582,-990526
3769,-3582,-982334
3770,-3582,-974142
3771,-3582,-965950
3772,-3582,-957758
3773,-3582,-949566
3774,-3582,-941374
